Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card,Goal Contribution
Thorgan Hazard,22.95,"Mar 29, 1993",2013,Champions League Qualifying,2,000,0,0,161',20,0,0,0,0.0
Thorgan Hazard,22.95,"Mar 29, 1993",2013,Europa League,8,1.38,2,3,653',20,2,0,0,5.0
Thorgan Hazard,22.95,"Mar 29, 1993",2013,JPL Playoff I,10,1.40,5,2,847',20,1,0,0,7.0
Thorgan Hazard,22.95,"Mar 29, 1993",2013,Jupiler Pro League,29,1.72,9,14,2.581',20,6,0,0,23.0
Thorgan Hazard,22.95,"Mar 29, 1993",2014,Bundesliga,28,1.86,1,7,904',21,1,0,0,8.0
Thorgan Hazard,22.95,"Mar 29, 1993",2014,DFB-Pokal,4,2.25,1,0,287',21,1,0,0,1.0
Thorgan Hazard,22.95,"Mar 29, 1993",2014,Europa League,9,1.89,3,3,568',21,1,0,0,6.0
Thorgan Hazard,22.95,"Mar 29, 1993",2015,Bundesliga,29,1.59,4,5,1.646',22,4,0,0,9.0
Thorgan Hazard,22.95,"Mar 29, 1993",2015,Champions League,4,0.50,0,0,117',22,0,0,0,0.0
Thorgan Hazard,22.95,"Mar 29, 1993",2015,DFB-Pokal,3,2.00,2,1,176',22,0,0,0,3.0
Thorgan Hazard,22.95,"Mar 29, 1993",2016,Bundesliga,23,1.39,6,4,1.631',23,3,0,0,10.0
Thorgan Hazard,22.95,"Mar 29, 1993",2016,Champions League,4,0.25,1,1,252',23,0,0,0,2.0
Thorgan Hazard,22.95,"Mar 29, 1993",2016,Champions League Qualifying,2,3.00,3,2,156',23,1,0,0,5.0
Thorgan Hazard,22.95,"Mar 29, 1993",2016,DFB-Pokal,2,3.00,1,0,116',23,0,0,0,1.0
Thorgan Hazard,22.95,"Mar 29, 1993",2016,Europa League,2,1.50,0,0,117',23,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2005,Champions League Qualifying,1.0,0.0,0,0,18',19,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2005,Liga NOS,29.0,2.17,4,4,1.764',19,2,0,0,8.0
Nani,22.95,"Nov 17, 1986",2005,UEFA Cup,1.0,3.0,0,0,42',19,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2006,Champions League,6.0,0.83,1,0,427',20,1,0,0,1.0
Nani,22.95,"Nov 17, 1986",2006,Liga NOS,29.0,2.31,5,6,2.344',20,4,0,0,11.0
Nani,22.95,"Nov 17, 1986",2007,Champions League,11.0,2.45,0,3,638',21,2,0,0,3.0
Nani,22.95,"Nov 17, 1986",2007,Community Shield,1.0,3.0,0,0,52',21,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2007,FA Cup,2.0,1.5,1,2,180',21,0,0,0,3.0
Nani,22.95,"Nov 17, 1986",2007,League Cup,1.0,0.0,0,0,90',21,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2007,Premier League,26.0,2.12,3,9,1.568',21,2,0,1,12.0
Nani,22.95,"Nov 17, 1986",2008,Champions League,7.0,1.86,0,0,511',22,1,0,0,0.0
Nani,22.95,"Nov 17, 1986",2008,Club World Cup,1.0,3.0,0,0,90',22,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2008,Community Shield,1.0,3.0,0,0,79',22,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2008,FA Cup,2.0,3.0,2,0,210',22,0,0,0,2.0
Nani,22.95,"Nov 17, 1986",2008,League Cup,6.0,2.5,3,0,570',22,0,0,0,3.0
Nani,22.95,"Nov 17, 1986",2008,Premier League,13.0,2.46,1,4,545',22,1,0,0,5.0
Nani,22.95,"Nov 17, 1986",2008,UEFA Super Cup,1.0,0.0,0,0,90',22,0,0,0,0.0
Nani,22.95,"Nov 17, 1986",2009,Champions League,8.0,2.38,2,5,638',23,0,0,0,7.0
Nani,22.95,"Nov 17, 1986",2009,Community Shield,1.0,0.0,1,0,62',23,0,0,0,1.0
Nani,22.95,"Nov 17, 1986",2009,League Cup,2.0,3.0,0,0,180',23,1,0,0,0.0
Nani,22.95,"Nov 17, 1986",2009,Premier League,23.0,2.48,3,10,1.587',23,1,0,1,13.0
Marko Arnautovic,22.50,"Apr 19, 1989",2008,Champions League Qualifying,1,000,0,0,90',19,0,0,0,0.0
Marko Arnautovic,22.50,"Apr 19, 1989",2008,Eredivisie,28,2.14,12,6,2.273',19,3,0,0,18.0
Marko Arnautovic,22.50,"Apr 19, 1989",2008,TOTO KNVB beker,5,2.40,1,2,343',19,0,0,0,3.0
Marko Arnautovic,22.50,"Apr 19, 1989",2008,UEFA Cup,7,1.29,1,0,479',19,1,0,0,1.0
Marko Arnautovic,22.50,"Apr 19, 1989",2009,Champions League,-,-,0,0,0,20,0,0,0,0.0
Marko Arnautovic,22.50,"Apr 19, 1989",2009,Coppa Italia,-,-,0,0,0,20,0,0,0,0.0
Marko Arnautovic,22.50,"Apr 19, 1989",2009,Primavera B,1,1.00,1,0,90',20,1,0,0,1.0
Marko Arnautovic,22.50,"Apr 19, 1989",2009,Serie A,3,3.00,0,0,55',20,0,0,0,0.0
Marko Arnautovic,22.50,"Apr 19, 1989",2010,Bundesliga,25,1.00,3,3,1.547',21,4,0,0,6.0
Marko Arnautovic,22.50,"Apr 19, 1989",2010,Champions League,5,1.00,2,0,331',21,0,0,0,2.0
Marko Arnautovic,22.50,"Apr 19, 1989",2010,Champions League Qualifying,2,1.50,0,0,58',21,1,0,0,0.0
Marko Arnautovic,22.50,"Apr 19, 1989",2010,DFB-Pokal,2,1.50,0,1,110',21,1,0,0,1.0
Marko Arnautovic,22.50,"Apr 19, 1989",2011,Bundesliga,19,1.37,6,0,962',22,0,0,1,6.0
Marko Arnautovic,22.50,"Apr 19, 1989",2011,DFB-Pokal,1,000,0,0,29',22,0,0,0,0.0
Marko Arnautovic,22.50,"Apr 19, 1989",2012,Bundesliga,26,1.00,5,8,1.959',23,8,1,0,13.0
Marko Arnautovic,22.50,"Apr 19, 1989",2012,DFB-Pokal,1,000,0,1,61',23,0,0,0,1.0
Rony Lopes,22.50,"Dec 28, 1995",2014,Champions League Qualifying,2,000,0,0,47',19,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2014,Coupe de la Ligue,1,000,0,0,35',19,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2014,Europa League,1,1.00,0,0,90',19,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2014,Ligue 1,23,1.43,3,3,1.437',19,4,0,1,6.0
Rony Lopes,22.50,"Dec 28, 1995",2015,Coupe de France,1,000,1,0,120',20,1,0,0,1.0
Rony Lopes,22.50,"Dec 28, 1995",2015,Coupe de la Ligue,3,2.00,0,0,165',20,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2015,Ligue 1,12,1.75,2,1,516',20,1,0,0,3.0
Rony Lopes,22.50,"Dec 28, 1995",2015,Ligue 1,2,1.50,0,0,115',20,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2016,Coupe de France,2,3.00,2,1,164',21,0,0,0,3.0
Rony Lopes,22.50,"Dec 28, 1995",2016,Europa League Qualifying,2,0.50,0,0,180',21,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2016,Ligue 1,25,1.32,4,4,1.874',21,3,0,0,8.0
Rony Lopes,22.50,"Dec 28, 1995",2017,Champions League,5,0.20,1,1,301',22,1,0,0,2.0
Rony Lopes,22.50,"Dec 28, 1995",2017,Coupe de France,2,1.50,1,2,165',22,0,0,0,3.0
Rony Lopes,22.50,"Dec 28, 1995",2017,Coupe de la Ligue,4,2.25,0,2,248',22,1,0,0,2.0
Rony Lopes,22.50,"Dec 28, 1995",2017,Ligue 1,38,2.11,15,7,2.550',22,2,0,0,22.0
Rony Lopes,22.50,"Dec 28, 1995",2017,Trophée des Champions,1,000,0,0,24',22,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2018,Coupe de France,2,1.50,0,0,115',23,0,0,0,0.0
Rony Lopes,22.50,"Dec 28, 1995",2018,Coupe de la Ligue,2,1.50,2,0,193',23,1,0,0,2.0
Rony Lopes,22.50,"Dec 28, 1995",2018,Ligue 1,24,1.13,2,2,1.856',23,1,0,0,4.0
Rony Lopes,22.50,"Dec 28, 1995",2018,Trophée des Champions,1,000,0,0,65',23,0,0,0,0.0
Wesley,22.50,"Nov 24, 1996",2015,Champions League Qualifying,2.0,1.5,2,0,121',19,1,0,0,2.0
Wesley,22.50,"Nov 24, 1996",2015,Fortuna Liga,18.0,2.5,6,4,1.364',19,1,0,0,10.0
Wesley,22.50,"Nov 24, 1996",2015,JPL Playoff I,3.0,2.0,1,0,128',19,1,0,0,1.0
Wesley,22.50,"Nov 24, 1996",2015,Jupiler Pro League,3.0,2.0,1,0,107',19,1,0,0,1.0
Wesley,22.50,"Nov 24, 1996",2015,Slovnaft Cup,2.0,3.0,0,1,157',19,0,0,0,1.0
Wesley,22.50,"Nov 24, 1996",2016,Beker van Belgie,1.0,0.0,0,0,28',20,1,0,0,0.0
Wesley,22.50,"Nov 24, 1996",2016,Belgian Supercup,1.0,3.0,0,0,0,20,0,0,0,0.0
Wesley,22.50,"Nov 24, 1996",2016,Champions League,5.0,0.0,0,0,206',20,0,0,0,0.0
Wesley,22.50,"Nov 24, 1996",2016,JPL Playoff I,8.0,1.13,5,0,430',20,1,0,0,5.0
Wesley,22.50,"Nov 24, 1996",2016,Jupiler Pro League,17.0,1.65,1,2,633',20,0,0,1,3.0
Wesley,22.50,"Nov 24, 1996",2017,Beker van Belgie,5.0,2.4,2,0,304',21,0,0,0,2.0
Wesley,22.50,"Nov 24, 1996",2017,Europa League Qualifying,1.0,1.0,0,0,33',21,1,0,0,0.0
Wesley,22.50,"Nov 24, 1996",2017,JPL Playoff I,10.0,1.2,4,0,642',21,0,0,0,4.0
Wesley,22.50,"Nov 24, 1996",2017,Jupiler Pro League,28.0,2.18,7,2,1.766',21,3,0,0,9.0
Wesley,22.50,"Nov 24, 1996",2018,Beker van Belgie,1.0,0.0,0,0,23',22,0,0,0,0.0
Wesley,22.50,"Nov 24, 1996",2018,Belgian Supercup,1.0,3.0,1,0,71',22,0,0,0,1.0
Wesley,22.50,"Nov 24, 1996",2018,Champions League,6.0,1.0,2,0,522',22,1,0,0,2.0
Wesley,22.50,"Nov 24, 1996",2018,Europa League,2.0,1.5,1,0,174',22,1,0,0,1.0
Wesley,22.50,"Nov 24, 1996",2018,JPL Playoff I,10.0,2.2,3,1,848',22,1,0,0,4.0
Wesley,22.50,"Nov 24, 1996",2018,Jupiler Pro League,28.0,1.86,10,9,2.254',22,4,0,1,19.0
Wesley,22.50,"Nov 24, 1996",2019,EFL Cup,1.0,3.0,1,0,17',23,0,0,0,1.0
Wesley,22.50,"Nov 24, 1996",2019,Premier League,21.0,1.0,5,1,1.790',23,3,0,0,6.0
Lautaro Martínez,22.50,"Aug 22, 1997",2016,Primera División,23.0,2.13,9,1,1.254',19,3,0,0,10.0
Lautaro Martínez,22.50,"Aug 22, 1997",2017,Superliga,21.0,1.76,13,5,1.784',20,4,0,0,18.0
Lautaro Martínez,22.50,"Aug 22, 1997",2018,Champions League,3.0,0.67,0,0,53',21,1,0,0,0.0
Lautaro Martínez,22.50,"Aug 22, 1997",2018,Coppa Italia,2.0,1.5,2,0,129',21,0,0,0,2.0
Lautaro Martínez,22.50,"Aug 22, 1997",2018,Europa League,3.0,2.33,1,0,246',21,2,0,0,1.0
Lautaro Martínez,22.50,"Aug 22, 1997",2018,Serie A,27.0,1.74,6,1,1.333',21,4,0,0,7.0
Lautaro Martínez,22.50,"Aug 22, 1997",2019,Champions League,6.0,1.17,5,0,521',22,2,0,0,5.0
Lautaro Martínez,22.50,"Aug 22, 1997",2019,Coppa Italia,3.0,1.33,0,1,251',22,0,0,0,1.0
Lautaro Martínez,22.50,"Aug 22, 1997",2019,Europa League,5.0,2.4,2,1,357',22,1,0,0,3.0
Lautaro Martínez,22.50,"Aug 22, 1997",2019,Serie A,35.0,2.09,14,5,2.466',22,8,0,1,19.0
Lautaro Martínez,22.50,"Aug 22, 1997",2020,Champions League,4.0,0.5,1,1,251',23,0,0,0,2.0
Lautaro Martínez,22.50,"Aug 22, 1997",2020,Serie A,8.0,1.88,5,1,545',23,2,0,0,6.0
Lautaro Martínez,22.50,"Aug 22, 1997",2017,Copa Sudamericana,5.0,1.6,0,0,215',20,1,0,0,0.0
Lautaro Martínez,22.50,"Aug 22, 1997",2018,Libertadores,6.0,1.83,5,0,519',21,3,0,0,5.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2008,Champions League,-,-,0,0,0,19,0,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2008,Premier Liga,10,2.20,0,0,364',19,2,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2008,UEFA Cup,-,-,0,0,0,19,0,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2008,Ukrainian Cup,3,3.00,5,0,270',19,0,0,0,5.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2008,Ukrainian Super Cup,1,000,0,0,39',19,0,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2009,Champions League,6,0.83,0,0,515',20,0,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2009,Premier Liga,27,2.67,7,4,2.187',20,4,0,0,11.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2009,Ukrainian Cup,2,1.50,0,0,107',20,1,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2009,Ukrainian Super Cup,1,3.00,0,0,120',20,1,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2010,Champions League Qualifying,4,1.75,1,0,327',21,0,0,0,1.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2010,Europa League,12,1.83,3,2,945',21,1,0,0,5.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2010,Premier Liga,26,2.23,11,9,1.933',21,4,0,0,20.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2010,Ukrainian Cup,5,2.40,1,1,282',21,0,0,0,2.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2011,Champions League Qualifying,2,000,0,1,180',22,1,0,0,1.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2011,Europa League,8,1.63,0,1,692',22,3,0,0,1.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2011,Premier Liga,28,2.46,12,7,2.361',22,5,1,0,19.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2011,Ukrainian Cup,1,000,1,0,90',22,1,0,0,1.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2011,Ukrainian Super Cup,1,3.00,0,1,90',22,1,0,0,1.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2012,Champions League,6,0.83,1,2,463',23,1,0,0,3.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2012,Champions League Qualifying,4,2.25,1,0,360',23,0,0,0,1.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2012,Europa League,2,0.50,0,0,180',23,0,0,0,0.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2012,Premier Liga,27,1.96,11,7,2.179',23,6,0,0,18.0
Andriy Yarmolenko,22.50,"Oct 23, 1989",2012,Ukrainian Cup,1,000,0,0,90',23,1,0,0,0.0
Jesé,22.50,"Feb 26, 1993",2012,LaLiga2,38,1.50,22,12,3.134',19,6,0,1,34.0
Jesé,22.50,"Feb 26, 1993",2013,Champions League,5,2.60,0,0,64',20,0,0,0,0.0
Jesé,22.50,"Feb 26, 1993",2013,Copa del Rey,8,2.75,3,2,509',20,2,0,0,5.0
Jesé,22.50,"Feb 26, 1993",2013,LaLiga,18,2.61,5,4,592',20,0,0,0,9.0
Jesé,22.50,"Feb 26, 1993",2014,Champions League,3,2.00,0,1,34',21,0,0,0,1.0
Jesé,22.50,"Feb 26, 1993",2014,Club World Cup,1,3.00,0,0,14',21,0,0,0,0.0
Jesé,22.50,"Feb 26, 1993",2014,Copa del Rey,3,1.33,1,0,66',21,0,0,0,1.0
Jesé,22.50,"Feb 26, 1993",2014,LaLiga,16,2.13,3,1,531',21,2,0,0,4.0
Jesé,22.50,"Feb 26, 1993",2015,Champions League,9,2.22,1,0,369',22,0,0,0,1.0
Jesé,22.50,"Feb 26, 1993",2015,Copa del Rey,1,3.00,0,0,90',22,0,0,0,0.0
Jesé,22.50,"Feb 26, 1993",2015,LaLiga,28,2.39,5,7,823',22,0,0,0,12.0
Jesé,22.50,"Feb 26, 1993",2016,Champions League,4,2.00,0,0,17',23,0,0,0,0.0
Jesé,22.50,"Feb 26, 1993",2016,Coupe de la Ligue,1,3.00,1,0,90',23,0,0,0,1.0
Jesé,22.50,"Feb 26, 1993",2016,LaLiga,16,0.69,3,1,1.163',23,5,0,0,4.0
Jesé,22.50,"Feb 26, 1993",2016,Ligue 1,9,2.22,1,0,261',23,0,0,0,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2013,Allianz Cup,4,3.00,0,0,259',19,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2013,Champions League,5,1.80,0,0,366',19,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2013,Europa League,8,2.50,1,0,352',19,0,0,1,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2013,Liga NOS,26,2.58,5,5,1.657',19,2,0,0,10.0
Lazar Markovic,22.50,"Mar 2, 1994",2013,Taça de Portugal Placard,6,2.50,1,0,229',19,1,0,0,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2014,Champions League,4,0.25,0,0,186',20,0,0,1,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2014,FA Cup,6,1.83,0,0,344',20,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2014,League Cup,5,2.00,1,0,418',20,0,0,0,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2014,Premier League,19,1.79,2,1,932',20,0,0,0,3.0
Lazar Markovic,22.50,"Mar 2, 1994",2015,Europa League,2,2.00,1,0,167',21,0,0,0,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2015,Süper Lig,14,2.29,0,2,830',21,3,0,0,2.0
Lazar Markovic,22.50,"Mar 2, 1994",2015,Türkiye Kupasi,5,2.40,1,1,199',21,0,0,0,2.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,Allianz Cup,2,1.50,0,0,135',22,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,Champions League,5,0.60,0,0,178',22,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,EFL Cup,1,3.00,0,0,31',22,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,FA Cup,1,000,0,0,90',22,1,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,Liga NOS,6,1.83,1,0,205',22,1,0,0,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,Premier League,12,1.17,2,0,1.012',22,4,0,0,2.0
Lazar Markovic,22.50,"Mar 2, 1994",2016,Taça de Portugal Placard,1,3.00,1,0,90',22,0,0,0,1.0
Lazar Markovic,22.50,"Mar 2, 1994",2017,EFL Cup,-,-,0,0,0,23,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2017,JPL Playoff I,7,1.71,1,1,409',23,1,0,0,2.0
Lazar Markovic,22.50,"Mar 2, 1994",2017,Jupiler Pro League,1,3.00,0,0,20',23,0,0,0,0.0
Lazar Markovic,22.50,"Mar 2, 1994",2017,Premier League 2,1,3.00,0,1,63',23,0,0,0,1.0
Bernard,22.50,"Sep 8, 1992",2013,Champions League,6.0,1.33,0,0,216',21,0,0,0,0.0
Bernard,22.50,"Sep 8, 1992",2013,Europa League,2.0,0.5,0,0,88',21,0,0,0,0.0
Bernard,22.50,"Sep 8, 1992",2013,Premier Liga,18.0,2.28,2,7,797',21,1,0,0,9.0
Bernard,22.50,"Sep 8, 1992",2013,Ukrainian Cup,3.0,2.0,1,0,254',21,1,0,0,1.0
Bernard,22.50,"Sep 8, 1992",2014,Champions League,5.0,1.6,0,2,159',22,0,0,0,2.0
Bernard,22.50,"Sep 8, 1992",2014,Premier Liga,14.0,1.71,0,5,525',22,1,0,0,5.0
Bernard,22.50,"Sep 8, 1992",2014,Ukrainian Cup,4.0,2.25,2,1,257',22,0,0,0,3.0
Bernard,22.50,"Sep 8, 1992",2015,Champions League,6.0,0.5,0,1,303',23,0,0,0,1.0
Bernard,22.50,"Sep 8, 1992",2015,Champions League Qualifying,2.0,2.0,0,0,8',23,0,0,0,0.0
Bernard,22.50,"Sep 8, 1992",2015,Europa League,5.0,2.0,0,1,65',23,0,0,0,1.0
Bernard,22.50,"Sep 8, 1992",2015,Premier Liga,21.0,2.57,2,5,1.249',23,2,0,0,7.0
Bernard,22.50,"Sep 8, 1992",2015,Ukrainian Cup,4.0,2.25,3,2,284',23,0,0,0,5.0
Bernard,22.50,"Sep 8, 1992",2015,Ukrainian Super Cup,1.0,3.0,1,0,27',23,0,0,0,1.0
Bernard,22.50,"Sep 8, 1992",2011,Série A,23.0,1.43,0,4,1.794',19,3,0,0,4.0
Bernard,22.50,"Sep 8, 1992",2012,Série A,36.0,1.97,11,12,3.100',20,3,1,0,23.0
Bernard,22.50,"Sep 8, 1992",2013,Libertadores,11.0,2.36,4,2,860',21,4,0,0,6.0
Bernard,22.50,"Sep 8, 1992",2013,Série A,3.0,1.0,1,1,247',21,0,1,0,2.0
Joaquín,22.50,"Jul 21, 1981",2000,2ª División,6.0,1.33,0,0,292',19,0,0,0,0.0
Joaquín,22.50,"Jul 21, 1981",2001,LaLiga,34.0,1.62,5,1,2.792',20,2,0,0,6.0
Joaquín,22.50,"Jul 21, 1981",2002,LaLiga,37.0,1.46,9,1,3.175',21,2,0,0,10.0
Joaquín,22.50,"Jul 21, 1981",2002,UEFA Cup,5.0,2.4,1,0,347',21,0,0,0,1.0
Joaquín,22.50,"Jul 21, 1981",2003,Copa del Rey,2.0,0.5,1,0,148',22,0,0,0,1.0
Joaquín,22.50,"Jul 21, 1981",2003,LaLiga,36.0,1.28,8,1,3.181',22,3,1,0,9.0
Joaquín,22.50,"Jul 21, 1981",2004,Copa del Rey,1.0,3.0,0,0,120',23,0,0,0,0.0
Joaquín,22.50,"Jul 21, 1981",2004,LaLiga,38.0,1.63,5,3,3.254',23,3,0,0,8.0
Michael Owen,22.50,"Dec 14, 1979",2000,FA Cup,5.0,3.0,3,1,338',21,0,0,0,4.0
Michael Owen,22.50,"Dec 14, 1979",2000,League Cup,2.0,1.5,1,0,140',21,0,0,0,1.0
Michael Owen,22.50,"Dec 14, 1979",2000,Premier League,28.0,1.82,16,4,1.788',21,0,0,0,20.0
Michael Owen,22.50,"Dec 14, 1979",2000,UEFA Cup,11.0,2.0,4,3,776',21,0,0,0,7.0
Michael Owen,22.50,"Dec 14, 1979",2001,Champions League,9.0,1.22,2,1,776',22,0,0,0,3.0
Michael Owen,22.50,"Dec 14, 1979",2001,Champions League Qualifying,1.0,3.0,3,0,90',22,0,0,0,3.0
Michael Owen,22.50,"Dec 14, 1979",2001,Community Shield,1.0,3.0,1,0,90',22,0,0,0,1.0
Michael Owen,22.50,"Dec 14, 1979",2001,FA Cup,2.0,1.5,2,0,167',22,0,0,0,2.0
Michael Owen,22.50,"Dec 14, 1979",2001,Premier League,29.0,2.1,19,4,2.226',22,1,0,0,23.0
Michael Owen,22.50,"Dec 14, 1979",2001,UEFA Super Cup,1.0,3.0,1,1,83',22,0,0,0,2.0
Michael Owen,22.50,"Dec 14, 1979",2002,Champions League,6.0,1.33,4,1,483',23,0,0,0,5.0
Michael Owen,22.50,"Dec 14, 1979",2002,Community Shield,1.0,0.0,0,0,85',23,0,0,0,0.0
Michael Owen,22.50,"Dec 14, 1979",2002,FA Cup,2.0,0.5,0,0,180',23,0,0,0,0.0
Michael Owen,22.50,"Dec 14, 1979",2002,League Cup,4.0,2.25,2,1,305',23,0,0,0,3.0
Michael Owen,22.50,"Dec 14, 1979",2002,Premier League,35.0,1.74,19,0,2.836',23,0,0,0,19.0
Michael Owen,22.50,"Dec 14, 1979",2002,UEFA Cup,6.0,2.17,3,0,540',23,0,0,0,3.0
Michael Owen,22.50,"Dec 14, 1979",1998,FA Cup,2.0,1.5,2,1,180',19,1,0,0,3.0
Michael Owen,22.50,"Dec 14, 1979",1998,League Cup,2.0,1.5,1,1,165',19,0,0,0,2.0
Michael Owen,22.50,"Dec 14, 1979",1998,Premier League,30.0,1.47,18,2,2.525',19,0,0,0,20.0
Michael Owen,22.50,"Dec 14, 1979",1998,UEFA Cup,6.0,1.33,2,0,467',19,0,0,0,2.0
Michael Owen,22.50,"Dec 14, 1979",1999,FA Cup,1.0,3.0,0,0,90',20,0,0,0,0.0
Michael Owen,22.50,"Dec 14, 1979",1999,League Cup,2.0,1.5,1,0,166',20,0,0,0,1.0
Michael Owen,22.50,"Dec 14, 1979",1999,Premier League,27.0,1.67,11,0,1.832',20,2,0,0,11.0
Alberto Gilardino,22.50,"Jul 5, 1982",2001,Coppa Italia,2,1.50,1,0,110',19,1,0,0,1.0
Alberto Gilardino,22.50,"Jul 5, 1982",2001,Serie A,17,1.00,2,0,843',19,1,0,0,2.0
Alberto Gilardino,22.50,"Jul 5, 1982",2002,Coppa Italia,2,1.50,1,0,149',20,0,0,0,1.0
Alberto Gilardino,22.50,"Jul 5, 1982",2002,Serie A,24,1.58,4,0,610',20,0,0,0,4.0
Alberto Gilardino,22.50,"Jul 5, 1982",2002,UEFA Cup,2,1.50,0,0,45',20,0,0,0,0.0
Alberto Gilardino,22.50,"Jul 5, 1982",2003,Coppa Italia,2,000,0,0,61',21,0,0,0,0.0
Alberto Gilardino,22.50,"Jul 5, 1982",2003,Serie A,34,1.71,23,0,2.491',21,3,0,0,23.0
Alberto Gilardino,22.50,"Jul 5, 1982",2003,UEFA Cup,4,1.75,3,0,335',21,1,0,0,3.0
Alberto Gilardino,22.50,"Jul 5, 1982",2004,Coppa Italia,1,000,0,0,90',22,0,0,0,0.0
Alberto Gilardino,22.50,"Jul 5, 1982",2004,Play-Out Serie A,1,3.00,1,0,90',22,0,0,0,1.0
Alberto Gilardino,22.50,"Jul 5, 1982",2004,Serie A,38,1.11,23,0,3.324',22,4,0,0,23.0
Alberto Gilardino,22.50,"Jul 5, 1982",2004,UEFA Cup,8,1.75,1,1,443',22,0,0,0,2.0
Alberto Gilardino,22.50,"Jul 5, 1982",2005,Champions League,10,1.60,0,1,508',23,0,0,0,1.0
Alberto Gilardino,22.50,"Jul 5, 1982",2005,Coppa Italia,3,2.00,2,0,244',23,0,0,0,2.0
Alberto Gilardino,22.50,"Jul 5, 1982",2005,Serie A,34,2.24,17,8,2.578',23,2,0,0,25.0
Marcelo Salas,22.50,"Dec 24, 1974",1995,Libertadores,7,1.00,3,0,630',21,0,0,0,3.0
Marcelo Salas,22.50,"Dec 24, 1974",1996,Libertadores,12,1.58,5,0,1.018',22,1,0,0,5.0
Marcelo Salas,22.50,"Dec 24, 1974",1996,Intercontinental Cup,1,000,0,0,7',22,0,0,0,0.0
Savo Milosevic,22.50,"Sep 2, 1973",1995,FA Cup,1.0,0.0,0,0,79',22,0,0,0,0.0
Savo Milosevic,22.50,"Sep 2, 1973",1995,League Cup,1.0,3.0,1,0,90',22,0,0,0,1.0
Savo Milosevic,22.50,"Sep 2, 1973",1995,Premier League,37.0,1.68,12,0,3.192',22,5,0,0,12.0
Savo Milosevic,22.50,"Sep 2, 1973",1996,Premier League,30.0,1.6,9,0,2.505',23,5,0,0,9.0
