Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card
Bernard,22.50,"Sep 8, 1992",2013,Champions League,6,1.33,-,-,216',21,- , - , -
Bernard,22.50,"Sep 8, 1992",2013,Europa League,2,0.50,-,-,88',21,- , - , -
Bernard,22.50,"Sep 8, 1992",2013,Premier Liga,18,2.28,2,7,797',21,1 , - , -
Bernard,22.50,"Sep 8, 1992",2013,Ukrainian Cup,3,2.00,1,-,254',21,1 , - , -
Bernard,22.50,"Sep 8, 1992",2014,Champions League,5,1.60,-,2,159',22,- , - , -
Bernard,22.50,"Sep 8, 1992",2014,Premier Liga,14,1.71,-,5,525',22,1 , - , -
Bernard,22.50,"Sep 8, 1992",2014,Ukrainian Cup,4,2.25,2,1,257',22,- , - , -
Bernard,22.50,"Sep 8, 1992",2015,Champions League,6,0.50,-,1,303',23,- , - , -
Bernard,22.50,"Sep 8, 1992",2015,Champions League Qualifying,2,2.00,-,-,8',23,- , - , -
Bernard,22.50,"Sep 8, 1992",2015,Europa League,5,2.00,-,1,64',23,- , - , -
Bernard,22.50,"Sep 8, 1992",2015,Premier Liga,21,2.57,2,5,1.249',23,2 , - , -
Bernard,22.50,"Sep 8, 1992",2015,Ukrainian Cup,4,2.25,3,2,284',23,- , - , -
Bernard,22.50,"Sep 8, 1992",2015,Ukrainian Super Cup,1,3.00,1,-,27',23,- , - , -
Bernard,22.50,"Sep 8, 1992",2011,Série A,23,1.43,-,4,1.794',19,3 , - , -
Bernard,22.50,"Sep 8, 1992",2012,Série A,36,1.97,11,12,3.100',20,3 , 1 , -
Bernard,22.50,"Sep 8, 1992",2013,Libertadores,11,2.36,4,2,860',21,4 , - , -
Bernard,22.50,"Sep 8, 1992",2013,Série A,3,1.00,1,1,247',21,- , 1 , -
Joaquín,22.50,"Jul 21, 1981",2000,2ª División,6.0,1.33,-,-,292',19,- , - , -
Joaquín,22.50,"Jul 21, 1981",2001,LaLiga,34.0,1.62,5,1,2.792',20,2 , - , -
Joaquín,22.50,"Jul 21, 1981",2002,LaLiga,37.0,1.46,9,1,3.175',21,2 , - , -
Joaquín,22.50,"Jul 21, 1981",2002,UEFA Cup,5.0,2.4,1,-,347',21,- , - , -
Joaquín,22.50,"Jul 21, 1981",2003,Copa del Rey,2.0,0.5,1,-,148',22,- , - , -
Joaquín,22.50,"Jul 21, 1981",2003,LaLiga,36.0,1.28,8,1,3.181',22,3 , 1 , -
Joaquín,22.50,"Jul 21, 1981",2004,Copa del Rey,1.0,3.0,-,-,120',23,- , - , -
Joaquín,22.50,"Jul 21, 1981",2004,LaLiga,38.0,1.63,5,3,3.254',23,3 , - , -
Michael Owen,22.50,"Dec 14, 1979",2000,FA Cup,5.0,3.0,3,1,338',21,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2000,League Cup,2.0,1.5,1,-,140',21,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2000,Premier League,28.0,1.82,16,4,1.788',21,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2000,UEFA Cup,11.0,2.0,4,3,776',21,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2001,Champions League,9.0,1.22,2,1,776',22,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2001,Champions League Qualifying,1.0,3.0,3,-,90',22,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2001,Community Shield,1.0,3.0,1,-,90',22,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2001,FA Cup,2.0,1.5,2,-,167',22,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2001,Premier League,29.0,2.1,19,4,2.226',22,1 , - , -
Michael Owen,22.50,"Dec 14, 1979",2001,UEFA Super Cup,1.0,3.0,1,1,83',22,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2002,Champions League,6.0,1.33,4,1,483',23,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2002,Community Shield,1.0,0.0,-,-,85',23,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2002,FA Cup,2.0,0.5,-,-,180',23,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2002,League Cup,4.0,2.25,2,1,305',23,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2002,Premier League,35.0,1.74,19,-,2.836',23,- , - , -
Michael Owen,22.50,"Dec 14, 1979",2002,UEFA Cup,6.0,2.17,3,-,540',23,- , - , -
Michael Owen,22.50,"Dec 14, 1979",1998,FA Cup,2.0,1.5,2,1,180',19,1 , - , -
Michael Owen,22.50,"Dec 14, 1979",1998,League Cup,2.0,1.5,1,1,165',19,- , - , -
Michael Owen,22.50,"Dec 14, 1979",1998,Premier League,30.0,1.47,18,2,2.525',19,- , - , -
Michael Owen,22.50,"Dec 14, 1979",1998,UEFA Cup,6.0,1.33,2,-,467',19,- , - , -
Michael Owen,22.50,"Dec 14, 1979",1999,FA Cup,1.0,3.0,-,-,90',20,- , - , -
Michael Owen,22.50,"Dec 14, 1979",1999,League Cup,2.0,1.5,1,-,166',20,- , - , -
Michael Owen,22.50,"Dec 14, 1979",1999,Premier League,27.0,1.67,11,-,1.832',20,2 , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2001,Coppa Italia,2,1.50,1,-,110',19,1 , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2001,Serie A,17,1.00,2,-,843',19,1 , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2002,Coppa Italia,2,1.50,1,-,149',20,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2002,Serie A,24,1.58,4,-,610',20,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2002,UEFA Cup,2,1.50,-,-,45',20,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2003,Coppa Italia,2,000,-,-,61',21,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2003,Serie A,34,1.71,23,-,2.491',21,3 , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2003,UEFA Cup,4,1.75,3,-,335',21,1 , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2004,Coppa Italia,1,000,-,-,90',22,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2004,Play-Out Serie A,1,3.00,1,-,90',22,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2004,Serie A,38,1.11,23,-,3.324',22,4 , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2004,UEFA Cup,8,1.75,1,1,443',22,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2005,Champions League,10,1.60,-,1,508',23,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2005,Coppa Italia,3,2.00,2,-,244',23,- , - , -
Alberto Gilardino,22.50,"Jul 5, 1982",2005,Serie A,34,2.24,17,8,2.578',23,2 , - , -
Marcelo Salas,22.50,"Dec 24, 1974",1996,Libertadores,8,1.38,3,-,714',22,- , - , -
Marcelo Salas,22.50,"Dec 24, 1974",1996,Intercontinental Cup,1,000,-,-,7',22,- , - , -
Savo Milosevic,22.50,"Sep 2, 1973",1995,FA Cup,1.0,0.0,-,-,79',22,- , - , -
Savo Milosevic,22.50,"Sep 2, 1973",1995,League Cup,1.0,3.0,1,-,90',22,- , - , -
Savo Milosevic,22.50,"Sep 2, 1973",1995,Premier League,37.0,1.68,12,-,3.192',22,5 , - , -
Savo Milosevic,22.50,"Sep 2, 1973",1996,Premier League,30.0,1.6,9,-,2.505',23,5 , - , -
Savo Milosevic,22.50,"Sep 2, 1973",1996,UEFA Cup,2.0,1.0,-,-,173',23,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2003,First Division,36,1.39,16,-,2.841',19,1 , - , -
Darren Bent,22.28,"Feb 6, 1984",2004,Championship,45,1.87,20,16,3.939',20,1 , - , -
Darren Bent,22.28,"Feb 6, 1984",2004,Championship Play-Offs,2,0.50,-,-,180',20,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2005,FA Cup,4,1.75,2,-,360',21,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2005,League Cup,2,1.50,1,-,210',21,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2005,Premier League,36,1.28,18,-,3.162',21,2 , - , -
Darren Bent,22.28,"Feb 6, 1984",2006,League Cup,3,2.00,2,-,235',22,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2006,Premier League,32,0.94,13,1,2.865',22,1 , - , -
Darren Bent,22.28,"Feb 6, 1984",2007,League Cup,1,3.00,-,-,48',23,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2007,Premier League,27,1.22,6,5,1.139',23,- , - , -
Darren Bent,22.28,"Feb 6, 1984",2007,UEFA Cup,8,1.88,2,-,501',23,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,Beker van Belgie,1.0,0.0,-,-,43',19,1 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,Champions League,6.0,0.17,-,-,505',19,3 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,Champions League Qualifying,1.0,0.0,-,-,90',19,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,Europa League,2.0,1.5,-,-,157',19,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,JPL Playoff I,9.0,2.11,3,2,639',19,- , - , 1
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,Jelen SuperLiga,3.0,2.33,3,1,166',19,1 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2013,Jupiler Pro League,23.0,1.83,13,4,1.852',19,4 , - , 1
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2014,Beker van Belgie,6.0,2.5,4,-,513',20,1 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2014,Belgian Supercup,1.0,3.0,1,-,45',20,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2014,Champions League,5.0,1.2,2,1,354',20,1 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2014,Europa League,2.0,0.5,1,-,180',20,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2014,JPL Playoff I,10.0,1.7,6,-,882',20,1 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2014,Jupiler Pro League,27.0,2.0,14,4,2.311',20,8 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2015,FA Cup,1.0,0.0,-,-,90',21,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2015,League Cup,1.0,3.0,-,-,25',21,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2015,Premier League,34.0,1.0,9,4,2.115',21,4 , - , 2
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2016,Championship,25.0,1.96,4,6,1.121',22,3 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2016,EFL Cup,2.0,3.0,2,-,128',22,1 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2016,FA Cup,2.0,0.5,-,-,100',22,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2017,Championship,17.0,2.35,12,1,1.383',23,3 , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2017,Championship Play-Offs,3.0,2.0,-,-,270',23,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2017,EFL Cup,1.0,0.0,1,-,105',23,- , - , -
Aleksandar Mitrovic,22.23,"Sep 16, 1994",2017,Premier League,6.0,1.17,1,-,152',23,- , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2002,Champions League Qualifying,2,0.50,-,-,145',19,- , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2002,Liga NOS,31,1.71,5,-,2.216',19,5 , - , 1
Ricardo Quaresma,22.14,"Sep 26, 1983",2002,Supertaça,1,3.00,-,1,65',19,1 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2002,Taça de Portugal Placard,1,3.00,-,-,70',19,- , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2002,UEFA Cup,2,0.50,-,-,210',19,2 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2003,Copa del Rey,2,1.50,-,-,101',20,- , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2003,LaLiga,22,2.00,1,1,1.000',20,4 , 1 , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2003,UEFA Cup,4,1.75,-,1,223',20,- , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2004,Champions League,8,1.13,-,1,463',21,1 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2004,Intercontinental Cup,1,3.00,-,-,42',21,- , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2004,Liga NOS,32,1.81,5,-,2.204',21,7 , - , 1
Ricardo Quaresma,22.14,"Sep 26, 1983",2004,Supertaça,1,3.00,1,-,61',21,1 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2004,UEFA Super Cup,1,000,1,-,29',21,1 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2005,Champions League,6,0.83,-,1,449',22,2 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2005,Liga NOS,29,2.28,5,10,2.020',22,6 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2006,Champions League,8,1.50,2,2,679',23,2 , - , -
Ricardo Quaresma,22.14,"Sep 26, 1983",2006,Liga NOS,26,2.31,6,17,2.203',23,4 , - , 1
Ricardo Quaresma,22.14,"Sep 26, 1983",2006,Supertaça,1,3.00,-,-,70',23,1 , - , -
Simone Verdi,22.05,"Jul 12, 1992",2011,Coppa Italia,1,000,-,-,17',19,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2011,Primavera A,3,2.33,1,-,256',19,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2011,Primavera Fase Finale,1,000,-,-,84',19,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2011,Serie B,12,1.67,-,1,598',19,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2011,Viareggio,1,000,-,-,90',19,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2012,Coppa Italia,2,1.50,-,-,85',20,1 , - , -
Simone Verdi,22.05,"Jul 12, 1992",2012,Serie A,4,1.00,-,-,51',20,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2012,Serie B,20,1.00,-,4,1.358',20,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2013,Coppa Italia,2,1.50,1,-,174',21,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2013,Serie B,40,1.70,5,7,2.410',21,3 , - , -
Simone Verdi,22.05,"Jul 12, 1992",2014,Coppa Italia,2,1.50,2,1,129',22,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2014,Serie A,26,1.00,1,2,1.435',22,4 , - , -
Simone Verdi,22.05,"Jul 12, 1992",2015,Copa del Rey,4,0.75,1,1,314',23,- , - , -
Simone Verdi,22.05,"Jul 12, 1992",2015,LaLiga,9,1.44,-,-,289',23,2 , - , -
Simone Verdi,22.05,"Jul 12, 1992",2015,Serie A,8,0.63,3,-,270',23,1 , - , -
Luis Muriel,22.05,"Apr 16, 1991",2010,Copa del Rey,2,1.50,-,-,42',19,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2010,LaLiga2,7,1.43,-,-,132',19,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2011,Primavera C,1,3.00,2,-,90',20,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2011,Serie A,29,1.10,7,8,2.103',20,3 , 1 , -
Luis Muriel,22.05,"Apr 16, 1991",2012,Champions League Qualifying,-,-,-,-,-,21,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2012,Coppa Italia,1,000,-,-,35',21,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2012,Serie A,22,1.73,11,3,1.393',21,5 , - , -
Luis Muriel,22.05,"Apr 16, 1991",2013,Coppa Italia,3,2.00,2,-,132',22,2 , - , -
Luis Muriel,22.05,"Apr 16, 1991",2013,Europa League,2,0.50,-,1,180',22,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2013,Europa League Qualifying,2,3.00,2,1,177',22,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2013,Serie A,24,1.08,4,1,1.416',22,3 , - , -
Luis Muriel,22.05,"Apr 16, 1991",2014,Serie A,11,1.55,-,1,369',23,- , - , -
Luis Muriel,22.05,"Apr 16, 1991",2014,Serie A,16,1.31,4,4,1.010',23,2 , - , -
Luis Muriel,22.05,"Apr 16, 1991",2010,Liga DIMAYOR I,10,2.00,9,5,727',19,2 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2012,Champions League,-,-,-,-,-,19,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2012,Liga NOS,1,3.00,-,-,27',19,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2012,Liga Pro,6,1.83,1,-,523',19,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2012,Taça de Portugal Placard,1,3.00,-,-,64',19,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2012,Torneo Final,17,1.71,3,2,865',19,5 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2013,Coppa Italia,-,-,-,-,-,20,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2013,Liga NOS,1,3.00,-,-,13',20,1 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2013,Serie A,33,1.39,8,5,2.505',20,4 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2014,Champions League,6,0.83,1,2,244',21,1 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2014,Coppa Italia,1,3.00,1,-,120',21,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2014,Europa League,3,1.33,-,-,169',21,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2014,Serie A,27,1.59,2,2,1.380',21,4 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2015,Champions League,6,1.00,-,-,181',22,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2015,Coppa Italia,1,000,-,-,60',22,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2015,FA Cup,2,1.50,-,-,133',22,1 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2015,Premier League,2,000,-,-,55',22,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2015,Serie A,12,1.58,1,-,402',22,1 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2016,Champions League Qualifying,1,000,-,-,31',23,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2016,Coppa Italia,1,000,-,-,64',23,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2016,Europa League,6,2.00,-,-,400',23,- , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2016,Serie A,16,1.06,1,3,539',23,1 , - , -
Juan Iturbe,22.05,"Jun 4, 1993",2016,Serie A,5,1.80,-,-,38',23,- , - , -
André Ayew,21.69,"Dec 17, 1989",2008,Coupe de France,2,1.50,-,-,114',19,- , - , -
André Ayew,21.69,"Dec 17, 1989",2008,Coupe de la Ligue,-,-,-,-,-,19,- , - , -
André Ayew,21.69,"Dec 17, 1989",2008,Ligue 1,22,1.14,3,1,917',19,3 , - , -
André Ayew,21.69,"Dec 17, 1989",2009,Ligue 2,25,1.64,4,3,1.824',20,5 , - , -
André Ayew,21.69,"Dec 17, 1989",2010,Champions League,8,1.63,-,2,536',21,2 , - , -
André Ayew,21.69,"Dec 17, 1989",2010,Coupe de France,1,000,-,-,90',21,- , - , -
André Ayew,21.69,"Dec 17, 1989",2010,Coupe de la Ligue,4,3.00,2,-,347',21,- , - , -
André Ayew,21.69,"Dec 17, 1989",2010,Ligue 1,37,1.81,11,4,2.792',21,6 , - , -
André Ayew,21.69,"Dec 17, 1989",2010,Trophée des Champions,1,3.00,-,-,85',21,1 , - , -
André Ayew,21.69,"Dec 17, 1989",2011,Champions League,9,1.11,4,-,809',22,2 , - , -
André Ayew,21.69,"Dec 17, 1989",2011,Coupe de France,2,1.50,1,3,164',22,1 , - , -
André Ayew,21.69,"Dec 17, 1989",2011,Coupe de la Ligue,1,3.00,-,-,120',22,- , - , -
André Ayew,21.69,"Dec 17, 1989",2011,Ligue 1,26,1.19,8,1,1.970',22,6 , - , -
André Ayew,21.69,"Dec 17, 1989",2011,Trophée des Champions,1,3.00,3,-,90',22,- , - , -
André Ayew,21.69,"Dec 17, 1989",2012,Coupe de France,2,1.50,-,-,106',23,1 , - , -
André Ayew,21.69,"Dec 17, 1989",2012,Coupe de la Ligue,1,000,-,-,65',23,- , - , -
André Ayew,21.69,"Dec 17, 1989",2012,Europa League,5,0.60,1,1,385',23,3 , - , -
André Ayew,21.69,"Dec 17, 1989",2012,Europa League Qualifying,2,2.00,2,-,180',23,1 , - , -
André Ayew,21.69,"Dec 17, 1989",2012,Ligue 1,35,1.91,9,4,3.110',23,4 , - , 1
Suso,21.60,"Nov 19, 1993",2012,Europa League,4,1.75,-,1,250',19,1 , - , -
Suso,21.60,"Nov 19, 1993",2012,FA Cup,1,3.00,-,-,54',19,- , - , -
Suso,21.60,"Nov 19, 1993",2012,League Cup,1,3.00,-,-,9',19,- , - , -
Suso,21.60,"Nov 19, 1993",2012,Premier League,14,2.00,-,-,601',19,- , - , -
Suso,21.60,"Nov 19, 1993",2012,U21 PL Elite Group,8,1.50,2,3,720',19,1 , - , -
Suso,21.60,"Nov 19, 1993",2013,Copa del Rey,2,0.50,-,-,174',20,- , - , -
Suso,21.60,"Nov 19, 1993",2013,LaLiga,33,1.00,3,9,2.259',20,9 , - , 1
Suso,21.60,"Nov 19, 1993",2014,Champions League,-,-,-,-,-,21,- , - , -
Suso,21.60,"Nov 19, 1993",2014,Coppa Italia,1,000,-,-,10',21,- , - , -
Suso,21.60,"Nov 19, 1993",2014,League Cup,1,3.00,1,-,22',21,- , - , -
Suso,21.60,"Nov 19, 1993",2014,Premier League,-,-,-,-,-,21,- , - , -
Suso,21.60,"Nov 19, 1993",2014,Serie A,5,1.00,-,1,223',21,- , - , 1
Suso,21.60,"Nov 19, 1993",2015,Coppa Italia,1,3.00,-,-,71',22,- , - , -
Suso,21.60,"Nov 19, 1993",2015,Serie A,1,3.00,-,-,55',22,- , - , -
Suso,21.60,"Nov 19, 1993",2015,Serie A,19,1.58,6,1,1.170',22,4 , - , -
Suso,21.60,"Nov 19, 1993",2016,Coppa Italia,2,1.50,-,1,180',23,- , - , -
Suso,21.60,"Nov 19, 1993",2016,Serie A,34,1.65,7,9,2.820',23,5 , - , -
Suso,21.60,"Nov 19, 1993",2016,Supercoppa Italiana,1,3.00,-,1,120',23,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2018,Torneo Intermedio,3,1.67,3,-,270',19,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2019,LaLiga2,30,1.43,16,2,2.432',20,1 , 1 , -
Darwin Núñez,21.60,"Jun 24, 1999",2019,Promoción LaLiga,2,000,-,1,180',20,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2020,Champions League Qualifying,1,000,-,-,25',21,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2020,Liga NOS,3,3.00,-,4,250',21,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2018,Copa Sudamericana,2,000,-,-,101',19,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2018,Playoffs Primera Division,1,3.00,-,-,5',19,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2018,Primera División,9,2.22,1,-,500',19,2 , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2019,Libertadores,5,1.40,-,-,276',20,- , - , -
Darwin Núñez,21.60,"Jun 24, 1999",2019,Primera División Apertura,-,-,-,-,-,20,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2011,Torneo Final,6,1.33,-,-,156',19,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2011,Torneo Inicial,3,2.33,-,1,110',19,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2012,Torneo Inicial,3,3.00,-,-,89',20,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2013,Torneo Final,19,1.58,3,1,1.530',21,4 , - , -
Lucas Alario,21.60,"Oct 8, 1992",2013,Torneo Inicial,1,000,-,-,28',21,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2014,Primera División,10,1.30,3,-,866',22,1 , - , -
Lucas Alario,21.60,"Oct 8, 1992",2014,Primera División,6,1.33,4,-,418',22,- , - , 1
Lucas Alario,21.60,"Oct 8, 1992",2015,Club World Cup,2,1.50,1,-,180',23,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2015,Primera División,13,1.31,6,2,949',23,1 , - , -
Lucas Alario,21.60,"Oct 8, 1992",2012,Copa Sudamericana,-,-,-,-,-,20,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2015,Copa Sudamericana,4,1.00,1,1,360',23,- , - , -
Lucas Alario,21.60,"Oct 8, 1992",2015,Libertadores,4,2.00,2,2,334',23,1 , - , -
Lisandro López,21.60,"Mar 2, 1983",2005,Champions League,2,1.00,1,-,180',22,- , - , -
Lisandro López,21.60,"Mar 2, 1983",2005,Liga NOS,26,2.35,7,2,1.520',22,2 , - , -
Lisandro López,21.60,"Mar 2, 1983",2006,Champions League,8,1.50,3,2,587',23,- , - , -
Lisandro López,21.60,"Mar 2, 1983",2006,Liga NOS,25,2.36,8,2,1.564',23,4 , - , -
Lisandro López,21.60,"Mar 2, 1983",2006,Supertaça,1,3.00,-,-,10',23,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,Champions League Qualifying,2,0.50,-,-,134',20,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,Coppa Italia,3,1.67,1,-,225',20,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,FA Cup,1,000,-,-,73',20,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,Premier League,18,1.89,8,-,1.037',20,1 , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,Serie A,6,1.00,-,-,276',20,1 , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,Supercoppa Italiana,1,000,1,-,90',20,1 , - , -
Robbie Keane,21.60,"Jul 8, 1980",2000,UEFA Cup,3,2.33,1,-,148',20,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2001,League Cup,2,1.50,3,-,147',21,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2001,Premier League,25,1.72,3,-,1.614',21,3 , - , -
Robbie Keane,21.60,"Jul 8, 1980",2001,UEFA Cup,6,1.67,3,-,520',21,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2002,FA Cup,1,000,-,-,90',22,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2002,League Cup,1,3.00,-,-,90',22,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2002,Premier League,29,1.31,13,1,2.461',22,2 , - , -
Robbie Keane,21.60,"Jul 8, 1980",2002,Premier League,3,2.00,1,-,64',22,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2003,FA Cup,3,1.33,1,-,270',23,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2003,League Cup,4,2.25,1,-,409',23,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",2003,Premier League,34,1.21,14,-,2.879',23,- , - , -
Robbie Keane,21.60,"Jul 8, 1980",1999,Premier League,31,1.19,12,-,2.692',19,2 , - , -
Jô,21.60,"Mar 20, 1987",2006,Champions League,1.0,3.0,-,-,6',19,- , - , -
Jô,21.60,"Mar 20, 1987",2006,Champions League Qualifying,2.0,3.0,-,-,150',19,- , - , -
